facilityInternal,agencyInternal,stateInternal,company,createdAt,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state
"Thompson Correctional Center - TCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:19.482Z","Thompson Correctional Center","434 State Farm Rd, Deerfield, WI 53531, United States","-89.04493509999999","43.0244708","Dane County","ChIJW-j9LSVmBogRegV5-b3O9mw","WI"
"Milwaukee Womens Correctional Center - MWCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:22.958Z","Milwaukee Women's Correctional Center","615 W Keefe Ave, Milwaukee, WI 53212, United States","-87.9188944","43.0814735","Milwaukee County","ChIJn7WoibMeBYgRIpNcP8G7d1o","WI"
"John C. Burke Correctional Center - JCBCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:27.451Z","John C Burke Correctional Center","900 S Madison St, Waupun, WI 53963, United States","-88.7361986","43.6207471","Dodge County","ChIJt14kgs8cBIgRzLYQL_9DvPY","WI"
"McNaughton Correctional Center - MCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:32.491Z","Mc Naughton Correctional Center","8500 Rainbow Rd, Lake Tomahawk, WI 54539, United States","-89.6309924","45.8005658","Oneida County","ChIJZ3lR8Gi8VU0RTu9uoNeVLuo","WI"
"Robert E Ellsworth Correctional Center - REECC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:37.261Z","Robert Ellsworth Correctional","21425 Spring St # A, Union Grove, WI 53182, United States","-88.0806384","42.6966715","Racine County","ChIJPV6tgKVwBYgRCqa4JEYVlPw","WI"
"Marshall Sherrer Correctional Center - MSCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:42.481Z","Marshall E Sherrer Correction","1318 N 14th St, Milwaukee, WI 53205, United States","-87.92964339999999","43.0475614","Milwaukee County","ChIJ6zxG7HwZBYgRlSTlsCsl6mY","WI"
"Jackson Correctional Institution - JCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:46.865Z","Jackson Correctional Institution","N6500 Haipek Rd, Black River Falls, WI 54615, United States","-90.79061949999999","44.3053654","Jackson County","ChIJtU9inWTk_ocRQ3GM_VY1X0s","WI"
"Kettle Moraine Correctional Institution - KMCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:51.896Z","Kettle Moraine Correctional Institution","W9071 Forest Dr, Plymouth, WI 53073, United States","-88.1491317","43.72350309999999","Sheboygan County","ChIJPY5nlAydBIgRoDfQaQ0Sb-o","WI"
"Dodge Correctional Institution - DCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:33:56.996Z","Dodge Correctional Institute","1 W Lincoln St, Waupun, WI 53963, United States","-88.73969029999999","43.6242095","Dodge County","ChIJ6W2E9MscBIgRbRfsU4S92X0","WI"
"Fox Lake Correctional Institution - FLCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:01.661Z","Fox Lake Correctional Institution","W10237 Lake Emily Rd, Fox Lake, WI 53933, United States","-88.9130011","43.6149518","Dodge County","ChIJhYN04ZClBogR1Az6TCVpoFY","WI"
"Oregon Correctional Center - OCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:05.452Z","Oregon Correctional Center","5140 County Hwy M, Fitchburg, WI 53575, United States","-89.39771449999999","42.9511419","Dane County","ChIJgTZOgC8IB4gRxBIFWYaHI8Y","WI"
"Drug Abuse Correctional Center - DACC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:24.386Z","Drug Abuse Correctional Center","54985, 4280 Sherman Rd, Oshkosh, WI 54901, United States","-88.51502769999999","44.07936489999999","Winnebago County","ChIJYw6Dd4fqA4gRbUiL-mi1fpc","WI"
"Kenosha Correctional Center - KCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:28.875Z","Kenosha Correctional Center","6353 14th Ave, Kenosha, WI 53143, United States","-87.8265155","42.5761335","Kenosha County","ChIJEWcyT05eBYgRYfeJVAwy_Jg","WI"
"Milwaukee Secured Detention Facility - MSDF","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:32.974Z","Milwaukee Secure Detention Facility","1015 N 10th St, Milwaukee, WI 53233, United States","-87.92464179999999","43.0433928","Milwaukee County","ChIJUWtc6HkZBYgRJvXB0SJwfjs","WI"
"Flambeau Correctional Center - FCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:36.786Z","Flambeau Correctional Center","N671 Co Rd M, Winter, WI 54896, United States","-90.740935","45.656576","Sawyer County","ChIJx3n4LFu5q1IRiIxuGsjCLOM","WI"
"Felmers O. Chaney Correctional Center - FOCCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:41.879Z","Felmers O. Chaney Correctional Center","2825 N 30th St, Milwaukee, WI 53210, United States","-87.95187659999999","43.070132","Milwaukee County","ChIJsQQYlvIbBYgR6qYb8d_2kok","WI"
"Racine Youthful Offenders Correctional Facility -RYOCF","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:45.754Z","Racine Youthful Offender Correctional Facility","1501 Albert St, Racine, WI 53404, United States","-87.7993116","42.7369827","Racine County","ChIJOwT96bxDBYgRsrVnqy0inA4","WI"
"GROW Academy - GROW","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:51.174Z","Grow","Grow, WI, USA","-90.97754619999999","45.4268082","Rusk County","ChIJc9QbU8Ntq1IRcTPPKsc0wwc","WI"
"Sanger B. Powers Correctional Center - SPCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:54.879Z","Sanger Powers Correctional Center","N8375 County Road U, Oneida, WI 54155, United States","-88.1917526","44.5408489","Outagamie County","ChIJFVl_tyNYAogRRRvQtHZev44","WI"
"Gordon Correctional Center - GCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:34:58.787Z","Gordon Correctional Center","10401 Co Rd G, Gordon, WI 54838, United States","-91.7540128","46.2324103","Douglas County","ChIJhzoPK9GCrlIRJBYWOCFAieI","WI"
"Winnebago Correctional Center - WCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:02.975Z","Winnebago Correctional Center","4300 Sherman Rd, Winnebago, WI 54985, United States","-88.513379","44.0649541","Winnebago County","ChIJM6ztffTqA4gRdhlEzVUZE4I","WI"
"Sturtevant Transitional Facility - STF","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:06.990Z","Sturtevant Transitional Facility","9351 Rayne Rd, Sturtevant, WI 53177, United States","-87.8987349","42.71312590000001","Racine County","ChIJwZkcr_ZoBYgRod1oZoZeUmE","WI"
"Oakhill Correctional Institution - OCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:11.562Z","Oakhill Correctional Institute","5212 County Hwy M, Oregon, WI 53575, United States","-89.3946216","42.961263","Dane County","ChIJ3fSsg02zB4gRy61_cQaBWRs","WI"
"Wisconsin Secure Program Facility - WSPF","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:16.059Z","Wisconsin Secure Program Facility","1101 Morrison Dr, Boscobel, WI 53805, United States","-90.68297299999999","43.1432007","Grant County","ChIJh_uAANH4_IcRclJ-9a03La8","WI"
"Green Bay Correctional Institution - GBCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:20.672Z","Green Bay Correctional Institution","2833 Riverside Dr, Allouez, WI 54301, United States","-88.03717549999999","44.4705164","Brown County","ChIJOWkXCm77AogRw4wMEJBJquk","WI"
"Taycheedah Correctional Institution - TCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:24.185Z","Taycheedah Correctional Institution","751 Co Rd K, Fond du Lac, WI 54937, United States","-88.3883666","43.7982215","Fond du Lac County","ChIJw3ZVJeuJA4gRwNRhkQrpWno","WI"
"Oshkosh Correctional Institution - OSCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:28.089Z","Oshkosh Correctional Institution","1730 W Snell Rd, Oshkosh, WI 54901, United States","-88.5615462","44.0692813","Winnebago County","ChIJNUnwYPPpA4gRpDulw37AdWA","WI"
"Columbia Correctional Institution - CCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:32.751Z","Columbia Correctional Institution","2925 Columbia Dr #127, Portage, WI 53901, United States","-89.49059969999999","43.5664078","Columbia County","ChIJf5fYm-5G74gRnyfZgdqliJg","WI"
"New Lisbon Correctional Institution - NLCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:36.957Z","New Lisbon Correctional Institution","2000 Progress Rd, New Lisbon, WI 53950, United States","-90.13177499999999","43.8811854","Juneau County","ChIJz3Sj8-kF_ocRYTqqUYL8URI","WI"
"Lincoln Hills School/Copper Lake School - LHS/CLS","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:40.889Z","Lincoln Hills School","W4380 Copper Lake Ave, Irma, WI 54442, United States","-89.63968779999999","45.3264716","Lincoln County","ChIJk9TtV7kVVU0RfAJrgI4Msec","WI"
"Chippewa Valley Correctional Treatment Facility - CVCTF","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:45.266Z","Chippewa Valley Correctional","2909 E Park Ave, Chippewa Falls, WI 54729, United States","-91.3499772","44.928746","Chippewa County","ChIJp2hSFrqo-IcR97gpWoMgpXU","WI"
"Saint Croix Correctional Center - SCCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:49.669Z","St. Croix Correctional Center","1859 N 4th St, New Richmond, WI 54017, United States","-92.57063439999999","45.1304917","St. Croix County","ChIJZTHIhe2lslIRHBiuAAOtw_k","WI"
"Racine Correctional Institution - RCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:53.476Z","Racine Correctional Institution","2019 Wisconsin St, Sturtevant, WI 53177, United States","-87.9022158","42.71073759999999","Racine County","ChIJmV1_sJJoBYgRFrD8QVRFwQ0","WI"
"Black River Falls Correctional Center - BRCC","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:35:57.977Z","Black River Correctional Center","W6898 E Staffon Rd #507, Black River Falls, WI 54615, United States","-90.6521839","44.3577855","Jackson County","ChIJ6Y65H37-_ocRh0zpa_8ZyNM","WI"
"Stanley Correctional Institution - SCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:36:03.082Z","Stanley Correctional Institution","100 Corrections Dr, Stanley, WI 54768, United States","-90.95181769999999","44.9478946","Chippewa County","ChIJ57htRPBe_4cRkDz9pqIcopI","WI"
"Redgranite Correctional Institution - RGCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:36:07.695Z","Redgranite Correctional Institute","1006 County Rd EE, Redgranite, WI 54970, United States","-89.10763879999999","44.0538254","Waushara County","ChIJDxLKlF8VAYgRJK2r_0rJSfU","WI"
"Prairie du Chein Correctional Institution - PDCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:36:11.465Z","Prairie Du Chien Correctional","500 E Parrish St, Prairie du Chien, WI 53821, United States","-91.1410106","43.0342492","Crawford County","ChIJa-3oMGeD_IcRpo5O3f2Rx3k","WI"
"Waupun Correctional Institution - WCI","Wisconsin - New Lisbon Correctional Institution - NLCI","WI","ICS","2021-01-07T23:36:14.875Z","Waupun Correctional Institute","200 S Madison St, Waupun, WI 53963, United States","-88.73158889999999","43.6296869","Dodge County","ChIJc57AxsocBIgRz1QD6yeNzrc","WI"
"Thompson Correctional Center - TCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:36:25.588Z","Thompson Correctional Center","434 State Farm Rd, Deerfield, WI 53531, United States","-89.04493509999999","43.0244708","Dane County","ChIJW-j9LSVmBogRegV5-b3O9mw","WI"
"Milwaukee Womens Correctional Center - MWCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:36:43.758Z","Milwaukee Women's Correctional Center","615 W Keefe Ave, Milwaukee, WI 53212, United States","-87.9188944","43.0814735","Milwaukee County","ChIJn7WoibMeBYgRIpNcP8G7d1o","WI"
"John C. Burke Correctional Center - JCBCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:36:49.767Z","John C Burke Correctional Center","900 S Madison St, Waupun, WI 53963, United States","-88.7361986","43.6207471","Dodge County","ChIJt14kgs8cBIgRzLYQL_9DvPY","WI"
"McNaughton Correctional Center - MCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:36:54.683Z","Mc Naughton Correctional Center","8500 Rainbow Rd, Lake Tomahawk, WI 54539, United States","-89.6309924","45.8005658","Oneida County","ChIJZ3lR8Gi8VU0RTu9uoNeVLuo","WI"
"Robert E Ellsworth Correctional Center - REECC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:36:58.362Z","Robert Ellsworth Correctional","21425 Spring St # A, Union Grove, WI 53182, United States","-88.0806384","42.6966715","Racine County","ChIJPV6tgKVwBYgRCqa4JEYVlPw","WI"
"Marshall Sherrer Correctional Center - MSCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:02.786Z","Marshall E Sherrer Correction","1318 N 14th St, Milwaukee, WI 53205, United States","-87.92964339999999","43.0475614","Milwaukee County","ChIJ6zxG7HwZBYgRlSTlsCsl6mY","WI"
"Jackson Correctional Institution - JCI","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:07.077Z","Jackson Correctional Institution","N6500 Haipek Rd, Black River Falls, WI 54615, United States","-90.79061949999999","44.3053654","Jackson County","ChIJtU9inWTk_ocRQ3GM_VY1X0s","WI"
"Kettle Moraine Correctional Institution - KMCI","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:10.885Z","Kettle Moraine Correctional Institution","W9071 Forest Dr, Plymouth, WI 53073, United States","-88.1491317","43.72350309999999","Sheboygan County","ChIJPY5nlAydBIgRoDfQaQ0Sb-o","WI"
"Dodge Correctional Institution - DCI","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:15.279Z","Dodge Correctional Institute","1 W Lincoln St, Waupun, WI 53963, United States","-88.73969029999999","43.6242095","Dodge County","ChIJ6W2E9MscBIgRbRfsU4S92X0","WI"
"Fox Lake Correctional Institution - FLCI","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:20.170Z","Fox Lake Correctional Institution","W10237 Lake Emily Rd, Fox Lake, WI 53933, United States","-88.9130011","43.6149518","Dodge County","ChIJhYN04ZClBogR1Az6TCVpoFY","WI"
"Oregon Correctional Center - OCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:24.267Z","Oregon Correctional Center","5140 County Hwy M, Fitchburg, WI 53575, United States","-89.39771449999999","42.9511419","Dane County","ChIJgTZOgC8IB4gRxBIFWYaHI8Y","WI"
"Drug Abuse Correctional Center - DACC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:29.251Z","Drug Abuse Correctional Center","54985, 4280 Sherman Rd, Oshkosh, WI 54901, United States","-88.51502769999999","44.07936489999999","Winnebago County","ChIJYw6Dd4fqA4gRbUiL-mi1fpc","WI"
"Kenosha Correctional Center - KCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:33.486Z","Kenosha Correctional Center","6353 14th Ave, Kenosha, WI 53143, United States","-87.8265155","42.5761335","Kenosha County","ChIJEWcyT05eBYgRYfeJVAwy_Jg","WI"
"Milwaukee Secured Detention Facility - MSDF","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:37.688Z","Milwaukee Secure Detention Facility","1015 N 10th St, Milwaukee, WI 53233, United States","-87.92464179999999","43.0433928","Milwaukee County","ChIJUWtc6HkZBYgRJvXB0SJwfjs","WI"
"Flambeau Correctional Center - FCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:42.290Z","Flambeau Correctional Center","N671 Co Rd M, Winter, WI 54896, United States","-90.740935","45.656576","Sawyer County","ChIJx3n4LFu5q1IRiIxuGsjCLOM","WI"
"Felmers O. Chaney Correctional Center - FOCCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:46.791Z","Felmers O. Chaney Correctional Center","2825 N 30th St, Milwaukee, WI 53210, United States","-87.95187659999999","43.070132","Milwaukee County","ChIJsQQYlvIbBYgR6qYb8d_2kok","WI"
"Racine Youthful Offenders Correctional Facility -RYOCF","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:51.891Z","Racine Youthful Offender Correctional Facility","1501 Albert St, Racine, WI 53404, United States","-87.7993116","42.7369827","Racine County","ChIJOwT96bxDBYgRsrVnqy0inA4","WI"
"GROW Academy - GROW","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:37:56.439Z","Grow","Grow, WI, USA","-90.97754619999999","45.4268082","Rusk County","ChIJc9QbU8Ntq1IRcTPPKsc0wwc","WI"
"Sanger B. Powers Correctional Center - SPCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:38:01.452Z","Sanger Powers Correctional Center","N8375 County Road U, Oneida, WI 54155, United States","-88.1917526","44.5408489","Outagamie County","ChIJFVl_tyNYAogRRRvQtHZev44","WI"
"Gordon Correctional Center - GCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:38:05.882Z","Gordon Correctional Center","10401 Co Rd G, Gordon, WI 54838, United States","-91.7540128","46.2324103","Douglas County","ChIJhzoPK9GCrlIRJBYWOCFAieI","WI"
"Winnebago Correctional Center - WCC","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:38:09.880Z","Winnebago Correctional Center","4300 Sherman Rd, Winnebago, WI 54985, United States","-88.513379","44.0649541","Winnebago County","ChIJM6ztffTqA4gRdhlEzVUZE4I","WI"
"Sturtevant Transitional Facility - STF","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:38:13.891Z","Sturtevant Transitional Facility","9351 Rayne Rd, Sturtevant, WI 53177, United States","-87.8987349","42.71312590000001","Racine County","ChIJwZkcr_ZoBYgRod1oZoZeUmE","WI"
"Oakhill Correctional Institution - OCI","Wisconsin - Jackson Correctional Institution - JCI","WI","ICS","2021-01-07T23:38:18.478Z","Oakhill Correctional Institute","5212 County Hwy M, Oregon, WI 53575, United States","-89.3946216","42.961263","Dane County","ChIJ3fSsg02zB4gRy61_cQaBWRs","WI"
