uid,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,created,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,g_name_sim,internal_name_sim,max_name_similarity,hidden,HIFLDID,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override,facilityInternal_x,SHAPE_Length,facilityInternal_y,googlePlaceName_x,googlePlaceName_y
88c568177c10cd,,,,KY,SECURUS,10441.0,2021-01-08T20:35:11.446Z,False,,HARDIN COUNTY DETENTION CENTER,"100 Lawson Blvd, Elizabethtown, KY 42701, United States",-85.8495849,37.6630425,Hardin County,ChIJk7onpk3paIgRfYGunm5gUOA,KY,100.0,18.0,100.0,False,10003656,,,,,,,,,,,HARDIN COUNTY RESTRICTED CUSTODY BLDG,1052.14655746688,HARDIN COUNTY DETENTION CENTER,,
42c31678a513c9,,,,KY,SECURUS,10442.0,2021-01-08T20:37:39.535Z,False,,BELL COUNTY FORESTRY CAMP,"560 Correctional Dr, Pineville, KY 40977, United States",-83.8519637,36.6682254,Bell County,ChIJHcd8TyKZXIgR1sZ4SKx9mxw,KY,100.0,14.0,100.0,False,10000122,,,,,,,,,,, BELL FORESTRY CAMP,2683.00067944853,BELL COUNTY FORESTRY CAMP,,
f3bcc59f317bcf,,,,KY,SECURUS,10443.0,2021-01-08T20:38:04.442Z,False,,BLACKBURN CORRECTIONAL COMPLEX,"3111 Spurr Rd, Lexington, KY 40511, United States",-84.53703639999999,38.1115274,Fayette County,ChIJxXdJEllBQogR5hUYj6UXMd4,KY,100.0,12.0,100.0,False,10003650,,,,,,,,,,, BLACKBURN CORRECTIONAL COMPLEX,3695.56049375148,BLACKBURN CORRECTIONAL COMPLEX,,
b89b32f5b632c2,,,,KY,SECURUS,10444.0,2021-01-08T20:38:29.642Z,False,,EASTERN KENTUCKY CORRECTIONAL COMPLEX,"200 Rd to Justice, West Liberty, KY 41472, United States",-83.2706704,37.9040366,Morgan County,ChIJ8U_dtnJnRIgRRbEayNd_EYk,KY,100.0,15.0,100.0,False,10000110,,,,,,,,,,, EASTERN KENTUCKY CORRECTIONAL COMPLEX,1987.1623009011,EASTERN KENTUCKY CORRECTIONAL COMPLEX,,
4b220df27db512,,,,KY,SECURUS,10445.0,2021-01-08T20:44:50.752Z,False,,EASTERN KENTUCKY CORRECTIONAL COMPLEX,"200 Rd to Justice, West Liberty, KY 41472, United States",-83.2706704,37.9040366,Morgan County,ChIJ8U_dtnJnRIgRRbEayNd_EYk,KY,100.0,15.0,100.0,False,10000110,,,,,,,,,,, SOUTHEAST STATE CORRECTIONAL COMPLEX,1987.1623009011,EASTERN KENTUCKY CORRECTIONAL COMPLEX,,
77948210018487,,,,KY,SECURUS,10446.0,2021-01-08T20:39:04.753Z,False,,GREEN RIVER CORRECTIONAL COMPLEX,"1200 River Rd, Central City, KY 42330, United States",-87.1135139,37.3147399,Muhlenberg County,ChIJb_c9TguJb4gRe-QVnclGWGU,KY,100.0,17.0,100.0,False,10000117,,,,,,,,,,, GREEN RIVER CORRECTIONAL COMPLEX,2116.571868194,GREEN RIVER CORRECTIONAL COMPLEX,,
38c31683d7de0c,,,,KY,SECURUS,10447.0,2021-01-08T20:40:30.536Z,False,,KENTUCKY STATE REFORMATORY,"3001 KY-146, La Grange, KY 40032, United States",-85.413741,38.4024939,Oldham County,ChIJq9XQxdmPaYgR9xtVmmqOeuE,KY,100.0,14.0,100.0,False,10000103,,,,,,,,,,, KENTUCKY STATE REFORMATORY,2918.66255043162,KENTUCKY STATE REFORMATORY,,
abadcd151d1112,,,,KY,SECURUS,10448.0,2021-01-08T20:41:05.345Z,False,,LEE ADJUSTMENT CENTER,"168 Lee County Adjustment Center, Beattyville, KY 41311, United States",-83.70584649999999,37.6068613,Lee County,ChIJDVyT-llkQ4gRMvvCyFd3BUs,KY,100.0,17.0,100.0,False,10000115,,,,,,,,,,, LEE ADJUSTMENT CENTER,1408.71978745011,LEE ADJUSTMENT CENTER,,
182f0bd2455dd5,,,,KY,SECURUS,10449.0,2021-01-08T20:41:32.670Z,False,,LITTLE SANDY CORRECTIONAL COMPLEX,"505 Prison Connector, Sandy Hook, KY 41171, United States",-83.0816565,38.135107,Elliott County,ChIJUcnC7B84RIgROKrMFm4-CHU,KY,100.0,17.0,100.0,False,10000107,,,,,,,,,,, LITTLE SANDY CORRECTIONAL COMPLEX,1920.46104910748,LITTLE SANDY CORRECTIONAL COMPLEX,,
6f1ffea7fb8b66,,,,KY,SECURUS,10450.0,2021-01-08T20:42:00.255Z,False,,LUTHER LUCKETT CORRECTIONAL COMPLEX,"1612 Dawkins Rd, La Grange, KY 40031, United States",-85.42551399999999,38.41236,Oldham County,ChIJOzv-7cOPaYgROzD0c2i8dyU,KY,100.0,11.0,100.0,False,10000101,,,,,,,,,,, LUTHER LUCKETT CORRECTIONAL COMPLEX,2296.76049490076,LUTHER LUCKETT CORRECTIONAL COMPLEX,,
d3b87c855597b4,,,,KY,SECURUS,10451.0,2021-01-08T20:42:42.935Z,False,,NORTHPOINT TRAINING CENTER,"710 Walter Reed Rd, Burgin, KY 40422, United States",-84.7454023,37.7089827,Boyle County,ChIJt5WW8MWPQogRhKG3A-z_wtY,KY,100.0,21.0,100.0,False,10000116,,,,,,,,,,, NORTHPOINT TRAINING CENTER,1600.90901744091,NORTHPOINT TRAINING CENTER,,
61c15441be811f,,,,KY,SECURUS,10452.0,2021-01-08T20:43:54.947Z,False,,ROEDERER CORRECTIONAL COMPLEX,"4000 Morgan Rd, La Grange, KY 40031, United States",-85.42939190000001,38.4030029,Oldham County,ChIJv5vodd2PaYgRNrmIaAMeUUE,KY,100.0,12.0,100.0,False,10000102,,,,,,,,,,, ROEDERER CORRECTIONAL COMPLEX,1854.37174598439,ROEDERER CORRECTIONAL COMPLEX,,
21aaa5cc89f51d,,,,KY,SECURUS,10453.0,2021-01-08T20:45:22.342Z,False,,WESTERN KENTUCKY CORRECTIONAL COMPLEX,"374 New Bethel Church Rd, Fredonia, KY 42411, United States",-88.03968809999999,37.1383247,Lyon County,ChIJDSNAKg6FeogRlT17_BiCRmc,KY,100.0,15.0,100.0,False,10000121,,,,,,,,,,, WESTERN KENTUCKY CORRECTIONAL FACILITY FOR MEN,1772.28497041266,WESTERN KENTUCKY CORRECTIONAL COMPLEX,,
5f44fd9cfef10c,,,,KY,SECURUS,10454.0,2021-01-08T20:48:05.063Z,False,,LOUISVILLE METRO DEPARTMENT OF CORRECTIONS,"400 S 6th St, Louisville, KY 40202, United States",-85.7606373,38.2533265,Jefferson County,ChIJD5O5zKVyaYgRBTG_azpW6hI,KY,100.0,13.0,100.0,False,10001942,,,,,,,,,,, CORRECTIONS,318.546673777144,LOUISVILLE METRO DEPARTMENT OF CORRECTIONS,,
6d862b737380a1,,,,LA,SECURUS,10455.0,2021-01-08T20:56:08.394Z,False,,ALLEN CORRECTIONAL CENTER,"3751 Lauderdale Woodyard Rd, Kinder, LA 70648, United States",-92.790184,30.5632095,Allen Parish,ChIJ654lzewVO4YRVMfN3226l4I,LA,100.0,14.0,100.0,False,10000967,,,,,,,,,,, ALLEN CORRECTIONAL CENTER (PRIVATE),2257.11745417572,ALLEN CORRECTIONAL CENTER,,
5af3136c504129,,,,LA,SECURUS,10456.0,2021-01-08T20:57:02.167Z,False,,BRIDGE CITY CENTER FOR YOUTH,"3225 River Rd, Bridge City, LA 70094, United States",-90.1678486,29.938269,Jefferson Parish,ChIJq13ar-e6IIYRpnqA_gjtm8I,LA,100.0,6.0,100.0,False,10005933,,,,,,,,,,, BRIDGE CITY CENTER FOR YOUTH,1376.01612863083,BRIDGE CITY CENTER FOR YOUTH,,
a81157acf7b31f,,,,LA,SECURUS,10457.0,2021-01-08T20:57:43.152Z,False,,SWANSON CENTER FOR YOUTH AT COLUMBIA,"132 LA-850, Columbia, LA 71418, United States",-92.1077278,32.0758031,Caldwell Parish,ChIJV0rRQda4L4YRGezYGcyINqQ,LA,100.0,15.0,100.0,False,10006385,,,,,,,,,,, COLUMBIA CENTER FOR YOUTH,862.764665273624,SWANSON CENTER FOR YOUTH AT COLUMBIA,,
791ee2b7a24732,,,,LA,SECURUS,10458.0,2021-01-08T21:06:04.578Z,False,,SWANSON CENTER FOR YOUTH AT COLUMBIA,"132 LA-850, Columbia, LA 71418, United States",-92.1077278,32.0758031,Caldwell Parish,ChIJV0rRQda4L4YRGezYGcyINqQ,LA,100.0,15.0,100.0,False,10006385,,,,,,,,,,, SWANSON CENTER FOR YOUTH,862.764665273624,SWANSON CENTER FOR YOUTH AT COLUMBIA,,
86f3ab09e50f76,,,,LA,SECURUS,10459.0,2021-01-08T20:58:21.048Z,False,,DAVID WADE CORRECTIONAL CENTER,"670 Bell Hill Rd, Homer, LA 71040, United States",-93.0193999,32.9056733,Claiborne Parish,ChIJx-HbyXmDMYYR6RAUTSeuerU,LA,100.0,12.0,100.0,False,10000948,,,,,,,,,,, DAVID WADE CORRECTIONAL CENTER,1796.3454018388,DAVID WADE CORRECTIONAL CENTER,,
1b090a8da7720b,,,,LA,SECURUS,10460.0,2021-01-08T20:58:47.152Z,False,,DIXON CORRECTIONAL INSTITUTE,"5568 LA-68, Jackson, LA 70748, United States",-91.2065189,30.8128306,East Feliciana Parish,ChIJaXTDK_-BJoYRcWbVKS8PVQw,LA,100.0,19.0,100.0,False,10004094,,,,,,,,,,, DIXON CORRECTIONAL INSTITUTE,3156.59309558661,DIXON CORRECTIONAL INSTITUTE,,
010861bcc2de19,,,,LA,SECURUS,10461.0,2021-01-08T20:59:26.143Z,False,,ELAYN HUNT CORRECTIONAL CENTER,"6925 LA-74, St Gabriel, LA 70776, United States",-91.0868759,30.2647933,Iberville Parish,ChIJa8hF4m2uJoYRi2NWyiA6bO4,LA,100.0,18.0,100.0,False,10000972,,,,,,,,,,, ELAYN HUNT CORRECTIONAL CENTER,3372.45469785537,ELAYN HUNT CORRECTIONAL CENTER,,
2c1083e4f63ffd,,,,LA,SECURUS,10462.0,2021-01-08T20:59:53.045Z,False,,JETSON CENTER FOR YOUTH,"15200 Scenic Hwy, Baker, LA 70714, United States",-91.2060397,30.5842095,East Baton Rouge Parish,ChIJZ93LRxuhJoYRgR_P-pN2MhU,LA,100.0,15.0,100.0,False,10000971,,,,,,,,,,, JETSON CENTER FOR YOUTH,3427.7233648777,JETSON CENTER FOR YOUTH,,
46564d0f2b264f,,,,LA,SECURUS,10463.0,2021-01-08T21:00:57.365Z,False,,LOUISIANA STATE PENITENTIARY,"17544 Tunica Trace, Angola, LA 70712, United States",-91.5677557,30.939694,West Feliciana Parish,ChIJmzo9rFy0JYYR2-AK2TlutyI,LA,100.0,19.0,100.0,False,10000963,,,,,,,,,,, LSP CAMP D,11529.8927111445,LOUISIANA STATE PENITENTIARY,,
db636028889916,,,,LA,SECURUS,10464.0,2021-01-08T21:02:11.144Z,False,,LOUISIANA STATE PENITENTIARY,"17544 Tunica Trace, Angola, LA 70712, United States",-91.5677557,30.939694,West Feliciana Parish,ChIJmzo9rFy0JYYR2-AK2TlutyI,LA,100.0,19.0,100.0,False,10000963,,,,,,,,,,, LSP CAMP J,11529.8927111445,LOUISIANA STATE PENITENTIARY,,
72db89a564e3fd,,,,LA,SECURUS,10465.0,2021-01-08T21:02:42.738Z,False,,LOUISIANA STATE PENITENTIARY,"17544 Tunica Trace, Angola, LA 70712, United States",-91.5677557,30.939694,West Feliciana Parish,ChIJmzo9rFy0JYYR2-AK2TlutyI,LA,100.0,19.0,100.0,False,10000963,,,,,,,,,,, LSP DOG PEN,11529.8927111445,LOUISIANA STATE PENITENTIARY,,
67af3cfd99cce6,,,,LA,SECURUS,10466.0,2021-01-08T21:04:59.161Z,False,,RAYMOND LABORDE CORRECTIONAL CENTER,"1630 Prison Rd, Cottonport, LA 71327, United States",-92.0339651,30.9744627,Avoyelles Parish,ChIJBWPtAocbJYYRGPF6kZ3JW7Y,LA,100.0,16.0,100.0,False,10000960,,,,,,,,,,, RAYMOND LABORDE CORRECTIONAL CENTER,2271.81127660586,RAYMOND LABORDE CORRECTIONAL CENTER,,
c34cec4cf2b543,,,,LA,SECURUS,10467.0,2021-01-08T21:10:10.647Z,False,,ORLEANS PARISH PRISON,"2800 Gravier St, New Orleans, LA 70119, United States",-90.093051,29.9612,Orleans Parish,ChIJkfF4Se2lIIYRPtvxW_M0D90,LA,100.0,25.0,100.0,False,10004101,,,,,,,,,,,ORLEANS PARISH TEMPORARY DETENTION CENTER,690.738121043624,ORLEANS PARISH PRISON,,
09e4c7c1a51859,,,,MA,SECURUS,10468.0,2021-01-08T21:28:02.059Z,False,,BARNSTABLE COUNTY CORRECTIONAL FACILITY,"6000 Sheriff's Place, Buzzards Bay, MA 02532, United States",-70.57222270000001,41.6770163,Barnstable County,ChIJJ9CNl0rO5IkRTe1Bnms_Qu4,MA,100.0,14.0,100.0,False,10003866,,,,,,,,,,,BARNSTABLE COUNTY CORRECTIONS FACILITY,949.161329484834,BARNSTABLE COUNTY CORRECTIONAL FACILITY,,
e9a6b2298e3361,,,,MA,SECURUS,10469.0,2021-01-08T21:34:24.272Z,False,,BAY STATE CORRECTIONAL CENTER,"28 Clark St, Norfolk, MA 02056, United States",-71.29967049999999,42.1178567,Norfolk County,ChIJuTuRH3F75IkRj6IJp_Yfxo4,MA,100.0,12.0,100.0,False,10002100,,,,,,,,,,, BAY STATE CORRECTIONAL CENTER,1089.59037150036,BAY STATE CORRECTIONAL CENTER,,
cb6c92ef6ca29f,,,,MA,SECURUS,10470.0,2021-01-08T21:35:14.040Z,False,,BOSTON PRE-RELEASE CENTER,"430 Canterbury St, Roslindale, MA 02131, United States",-71.10166720000001,42.2926066,Suffolk County,ChIJdyupkVd544kR8y_7rlTjx1A,MA,100.0,14.0,100.0,False,10002095,,,,,,,,,,, BOSTON PRE,502.280507622795,BOSTON PRE-RELEASE CENTER,,
072431af68cc00,,,,MA,SECURUS,10471.0,2021-01-08T21:35:43.156Z,False,,BRIDGEWATER STATE HOSPITAL,"20 Admin Rd, Bridgewater, MA 02324, United States",-70.95210999999999,41.94627699999999,Plymouth County,ChIJU-fGtNOT5IkR2OhgATdd-Ls,MA,100.0,7.0,100.0,False,10002097,,,,,,,,,,, BRIDGEWATER STATE HOSPITAL,1466.01234926373,BRIDGEWATER STATE HOSPITAL,,
eedb5bd1807bf8,,,,MA,SECURUS,10472.0,2021-01-08T21:36:13.638Z,False,,LEMUEL SHATTUCK HOSPITAL CORRECTIONAL UNIT,"180 Morton St, Jamaica Plain, MA 02130, United States",-71.1029198,42.3003994,Suffolk County,ChIJzYKtWlx544kR8I_eo2XWyqU,MA,100.0,13.0,100.0,False,10001401,,,,,,,,,,, LEMUEL SHATTUCK HOSPITAL CORRECTIONAL UNIT,301.085918651043,LEMUEL SHATTUCK HOSPITAL CORRECTIONAL UNIT,,
b5a6e7e1028e35,,,,MA,SECURUS,10473.0,2021-01-08T21:37:24.056Z,False,,MASAC AT PLYMOUTH,"1 Bumps Pond Rd, Plymouth, MA 02360, United States",-70.6612414,41.848799,Plymouth County,ChIJ7wjTaFy45IkRlJqnN-04KvM,MA,100.0,10.0,100.0,False,10001404,,,,,,,,,,, MASAC CIVIL COMMITS,1406.49610250803,MASAC AT PLYMOUTH,,
0b4b705973c1bc,,,,MA,SECURUS,10474.0,2021-01-08T21:37:54.043Z,False,,MASAC AT PLYMOUTH,"1 Bumps Pond Rd, Plymouth, MA 02360, United States",-70.6612414,41.848799,Plymouth County,ChIJ7wjTaFy45IkRlJqnN-04KvM,MA,100.0,10.0,100.0,False,10001404,,,,,,,,,,, MASS ALCOHOL & SUBSTANCE ABUSE CENTER,1406.49610250803,MASAC AT PLYMOUTH,,
d4b174a892ce4a,,,,MA,SECURUS,10475.0,2021-01-08T21:38:30.867Z,False,,MASSACHUSETTS TREATMENT CENTER,"30 Admin Rd, Bridgewater, MA 02324, United States",-70.9571495,41.9466822,Plymouth County,ChIJvU0oTdKT5IkRnqcDnIT5ixM,MA,100.0,18.0,100.0,False,10002098,,,,,,,,,,, MASSACHUSETTS TREATMENT CENTER,1310.52491467719,MASSACHUSETTS TREATMENT CENTER,,
9a3aabfc1e57aa,,,,MA,SECURUS,10476.0,2021-01-08T21:41:39.985Z,False,,MCI - NORFOLK,"2 Clark St, Norfolk, MA 02056, United States",-71.303754,42.118843,Norfolk County,ChIJcRvfk3F75IkRWQQFUWkzoJo,MA,100.0,14.0,100.0,False,10002101,,,,,,,,,,, MCI NORFOLK,2258.46551873664,MCI - NORFOLK,,
bee2d1804c5848,,,,MA,GTL,,2021-04-04T13:52:34.413Z,False,,MCI - NORFOLK,"2 Clark St, Norfolk, MA 02056, United States",-71.303754,42.118843,Norfolk County,ChIJcRvfk3F75IkRWQQFUWkzoJo,MA,100.0,14.0,100.0,False,10002101,,,,,,,,,,,CORRECTIONAL,2258.46551873664,MCI - NORFOLK,,
9d2a1312552f56,,,,MA,SECURUS,10477.0,2021-01-08T21:44:23.571Z,False,,OLD COLONY CORRECTIONAL CENTER,"1 Admin Rd, Bridgewater, MA 02324, United States",-70.958108,41.94950499999999,Plymouth County,ChIJ06cOzNOT5IkRcDpUBd6jXMw,MA,100.0,12.0,100.0,False,10004451,,,,,,,,,,, OLD COLONY CORRECTIONAL CENTER,1577.37586259217,OLD COLONY CORRECTIONAL CENTER,,
463a370c2710c6,,,,MA,SECURUS,10478.0,2021-01-08T21:45:01.275Z,False,,PONDVILLE CORRECTIONAL CENTER,"1 Industries Dr, Norfolk, MA 02056, United States",-71.2925813,42.1087932,Norfolk County,ChIJBTul12B75IkRZ8f7SlVfqu4,MA,100.0,19.0,100.0,False,10000282,,,,,,,,,,, PONDVILLE CORRECTIONAL CENTER,1018.06089702048,PONDVILLE CORRECTIONAL CENTER,,
abde9f372505cf,,,,MA,SECURUS,10479.0,2021-01-08T21:45:50.856Z,False,,SOUTH MIDDLESEX CORRECTIONAL CENTER,"135 Western Ave, Framingham, MA 01701, United States",-71.405962,42.2653445,Middlesex County,ChIJexQ_DRiI44kRpxcA7no3E34,MA,100.0,11.0,100.0,False,10004443,,,,,,,,,,, SOUTH MIDDLESEX CORRECTIONAL CENTER,471.531149549835,SOUTH MIDDLESEX CORRECTIONAL CENTER,,
94c4f1a48511d7,,,,MA,SECURUS,10480.0,2021-01-08T21:46:21.661Z,False,,SOUZA-BARANOWSKI CORRECTIONAL CENTER,"100 Harvard Rd, Shirley, MA 01464, United States",-71.6500077,42.5236744,Worcester County,ChIJ73YaZbvr44kRgvrV5_GQ9a4,MA,100.0,10.0,100.0,False,10001396,,,,,,,,,,, SOUZA,1425.15875938269,SOUZA-BARANOWSKI CORRECTIONAL CENTER,,
04631a09ce6aed,,,,MI,SECURUS,10481.0,2021-01-08T21:58:43.638Z,False,,DETROIT DETENTION CENTER,"17601 Mound Rd, Detroit, MI 48212, United States",-83.0455606,42.4239966,Wayne County,ChIJVdsYJYTRJIgRdaV4iAbnCbs,MI,100.0,15.0,100.0,False,10001375,,,,,,,,,,,DETROIT MADISON CENTER,2028.90101759025,DETROIT DETENTION CENTER,,
ec5ac07fbb4e4e,,,,MI,GTL,,2021-04-04T13:51:54.979Z,False,,DETROIT DETENTION CENTER,"17601 Mound Rd, Detroit, MI 48212, United States",-83.0455606,42.4239966,Wayne County,ChIJVdsYJYTRJIgRdaV4iAbnCbs,MI,100.0,15.0,100.0,False,10001375,,,,,,,,,,,DETENTION CENTER,2028.90101759025,DETROIT DETENTION CENTER,,
b4f52c3bb4daba,,,,MI,SECURUS,10482.0,2021-01-08T22:00:42.034Z,False,,EATON COUNTY JAIL,"1025 Independence Blvd, Charlotte, MI 48813, United States",-84.8462516,42.5802483,Eaton County,ChIJY83JFEWvIogRwmoj2lkyM_s,MI,100.0,30.0,100.0,False,10003840,,,,,,,,,,, ATTORNEY,657.805141650808,EATON COUNTY JAIL,,
066922f2affb33,,,,MI,SECURUS,10483.0,2021-01-08T22:19:36.957Z,False,,OGEMAW COUNTY CORRECTIONAL FACILITY,"912 W Houghton Ave, West Branch, MI 48661, United States",-84.24696469999999,44.2757831,Ogemaw County,ChIJu9yFAr__IIgReHUT1vIbXuQ,MI,100.0,16.0,100.0,False,10005166,,,,,,,,,,,OGEMAW COUNTY JAIL,339.447433328354,OGEMAW COUNTY CORRECTIONAL FACILITY,,
e4ef14d4f49278,,,,MI,SECURUS,10484.0,2021-01-08T22:27:17.572Z,False,,WEXFORD COUNTY JAIL,"1015 Lincoln St, Cadillac, MI 49601, United States",-85.3823371,44.2552403,Wexford County,ChIJ_____yIJH4gR2t3TH7yB4Sc,MI,100.0,18.0,100.0,False,10005162,,,,,,,,,,,WEXFORD COUNTY SHERIFF'S OFFICE AND JAIL,370.438984916605,WEXFORD COUNTY JAIL,,
c47c73c2a5e8db,,,,UT,SECURUS,10485.0,2021-01-09T16:52:40.866Z,False,,TOOELE COUNTY DETENTION CENTER,"1960 S Main St, Tooele, UT 84074, United States",-112.332756,40.4931411,Tooele County,ChIJWeZZvb68UocRc9Gih9j_jvE,UT,100.0,12.0,100.0,False,10006875,,,,,,,,,,,TOOELE COUNTY JAIL,674.181269608399,TOOELE COUNTY DETENTION CENTER,,
2e4e7d8cfdcaf8,,,,VA,SECURUS,10486.0,2021-01-09T16:56:13.191Z,False,,CENTRAL VIRGINIA REGIONAL JAIL,"13021 James Madison Hwy, Orange, VA 22960, United States",-78.116973,38.2274393,Orange County,ChIJAZGsFg8QtIkRotzLEk00jYU,VA,100.0,18.0,100.0,False,10003259,,,,,,,,,,,"CENTRAL VIRGINIA REGIONAL JAIL ATTORNEY, LA",743.508586722809,CENTRAL VIRGINIA REGIONAL JAIL,,
fede3aba6bbfc8,,,,VA,SECURUS,10487.0,2021-01-09T16:58:34.432Z,False,,NORTHERN NECK REGIONAL JAIL,"3908 Richmond Rd, Warsaw, VA 22572, United States",-76.7914459,37.9646291,Richmond County,ChIJm0I3BklKt4kRBp5JaYERZsY,VA,100.0,13.0,100.0,False,10003261,,,,,,,,,,,"NORTHERN NECK REGIONAL JAIL,VA(FOR ATTORNEYS ONLY)",705.097586970755,NORTHERN NECK REGIONAL JAIL,,
3e154da76893a8,,,,VA,SECURUS,10488.0,2021-01-09T16:59:09.511Z,False,,PORTSMOUTH CITY JAIL,"701 Crawford St, Portsmouth, VA 23704, United States",-76.29741779999999,36.8341508,,ChIJI-q2BZmiuokRD5Q2n_KKBF4,VA,100.0,9.0,100.0,False,10003325,,,,,,,,,,,PORTSMOUTH CITY WORK RELEASE CENTER,500.130043354577,PORTSMOUTH CITY JAIL,,
8dbf1e7bf169ea,,,,WA,SECURUS,10489.0,2021-01-09T17:01:41.422Z,False,,BISHOP LEWIS WORK RELEASE,"703 8th Ave, Seattle, WA 98104, United States",-122.3269167,47.60583740000001,King County,ChIJ97Jtc7dqkFQR6CZ6VVs1s0A,WA,100.0,7.0,100.0,False,10002469,,,,,,,,,,, CCD WORK RELEASE,127.189941052023,BISHOP LEWIS WORK RELEASE,,
40a80d25f80747,,,,WA,SECURUS,10490.0,2021-01-09T17:03:52.608Z,False,,GEIGER CORRECTIONS CENTER,"3507 S Spotted Rd, Spokane, WA 99260, United States",-117.5159206,47.6212999,Spokane County,ChIJh4HUrtMXnlQRhI3LeFJ8aKs,WA,100.0,14.0,100.0,False,10002462,,,,,,,,,,,SPOKANE COUNTY GEIGER CORRECTIONS CENTER,1230.16994065698,GEIGER CORRECTIONS CENTER,,
321f02e924bc94,,,,WV,SECURUS,10491.0,2021-01-09T17:05:34.929Z,False,,DONALD R. KUHN JUVENILE CENTER,"1 Lory Pl, Julian, WV 25529, United States",-81.83772139999999,38.137584,Boone County,ChIJP1-GcsI4T4gRa9fTA1ryqN0,WV,100.0,19.0,100.0,False,10000042,,,,,,,,,,, DONALD KUHN JUVENILE DIAGNOSTIC & DETENTION CENTER,635.571785585946,DONALD R. KUHN JUVENILE CENTER,,
2b87e16da1306c,,,,WV,SECURUS,10492.0,2021-01-09T17:05:46.105Z,False,,KENNETH HONEY RUBENSTEIN JUVENILE CENTER,"141 Forestry Camp Rd, Davis, WV 26260, United States",-79.4434204,39.1493797,Tucker County,ChIJ3TBGakHKSogRo_zq36_Qg5s,WV,100.0,9.0,100.0,False,10006192,,,,,,,,,,, RUBENSTEIN JUVENILE CENTER,1104.25387332536,KENNETH HONEY RUBENSTEIN JUVENILE CENTER,,
ef89bced132023,,,,WY,SECURUS,10493.0,2021-01-09T17:13:36.150Z,False,,CONVERSE COUNTY JAIL,"1201 Mesa Dr, Douglas, WY 82633, United States",-105.360615,42.741843,Converse County,ChIJhfqHIHG1ZocRrE740qDDf6c,WY,100.0,17.0,100.0,False,10001894,,,,,,,,,,,CONVERSE COUNTY DETENTION CENTER (NEW),262.952311883701,CONVERSE COUNTY JAIL,,
b1afac1edc1ad0,,,,WY,SECURUS,10494.0,2021-01-09T17:14:00.532Z,False,,NATRONA COUNTY JAIL,"1100 Bruce Ln, Casper, WY 82601, United States",-106.3455262,42.8626014,Natrona County,ChIJCU2UPcu8YIcRTBlEuLczaVk,WY,100.0,27.0,100.0,False,10001893,,,,,,,,,,,NATRONA COUNTY DETENTION CENTER,672.128751810367,NATRONA COUNTY JAIL,,
9b8ff02a677943,,,,WY,SECURUS,10495.0,2021-01-09T17:14:13.049Z,False,,NATRONA COUNTY REGIONAL JUVENILE DETENTION CENTER,"1120 Bruce Ln, Casper, WY 82601, United States",-106.3446731,42.8630828,Natrona County,ChIJd7W5EOW9YIcRv8H1blyIN8w,WY,100.0,12.0,100.0,False,10006190,,,,,,,,,,,NATRONA COUNTY JUVENILE DETENTION CENTER,577.356952970923,NATRONA COUNTY REGIONAL JUVENILE DETENTION CENTER,,
eb12d74708b01d,,,,WY,SECURUS,10496.0,2021-01-09T17:14:50.041Z,False,,SUBLETTE COUNTY DETENTION CENTER,"35 1/2 S Tyler Ave, Pinedale, WY 82941, United States",-109.8610982,42.8661294,Sublette County,ChIJiQkdTamWV4cRVpCrJ_Vu1lc,WY,100.0,11.0,100.0,False,10001895,,,,,,,,,,,SUBLETTE COUNTY DETENTION FACILITY,468.57551268432,SUBLETTE COUNTY DETENTION CENTER,,
c0da41921d6a0f,,OLMMN,Olmsted County Sheriffs Office,MN,ICS,9972.0,2021-03-06T02:48:35.898Z,False,,OLMSTED COUNTY ADULT DETENTION CENTER,"101 4th St SE, Rochester, MN 55904, United States",-92.4605197,44.0201304,Olmsted County,ChIJa6NSf9jh-YcRSGH-Fb8fu-E,MN,100.0,10.0,100.0,False,10002074,,,,,,,,,,,OLMSTED COUNTY JUVENILE DETENTION CENTER,404.222312987379,OLMSTED COUNTY ADULT DETENTION CENTER,,
a6533939aeefe4,,OCJNY,Onondaga County Justice Center,NY,ICS,9984.0,2021-03-06T02:47:53.504Z,False,,ONONDAGA COUNTY JUSTICE CENTER,"555 S State St, Syracuse, NY 13202, United States",-76.1463658,43.0462059,Onondaga County,ChIJGz8lZbzz2YkRSM6m5PL0CcQ,NY,100.0,12.0,100.0,False,10003158,,,,,,,,,,,ONONDAGA COUNTY JUSTICE BOOKING,473.464347433129,ONONDAGA COUNTY JUSTICE CENTER,,
ec5191c934fe2a,,OTRNM,MTC Otero County Prison Facility,NM,ICS,9987.0,2021-03-06T02:47:42.186Z,False,,OTERO COUNTY PRISON FACILITY,"10 McGregor Range Rd, Chaparral, NM 88081, United States",-106.278305,32.0785239,Otero County,ChIJn8WI976z4IYR0UstizovO-E,NM,100.0,19.0,100.0,False,10003791,,,,,,,,,,,OTERO COUNTY PRISON STATE INMATES,997.533624417996,OTERO COUNTY PRISON FACILITY,,
